,ID,Cond,Sex,Age,Pol,TotCor,variable,value,type,AgeGroup
3177,A3R79CYQ817AV3,Training Video,female,37.0,Very liberal,6,Cor11,0,satire,35 to 49
3178,A21SF3IKIZB0VN,Condition,female,73.0,Somewhat conservative,8,Cor11,1,satire,50 and over
3179,A147F5PJTHOB8A,Training Game,male,42.0,Very liberal,10,Cor11,0,satire,35 to 49
3180,A37QFZ8I1TGH2C,Training Game,female,66.0,Somewhat conservative,11,Cor11,1,satire,50 and over
3181,A31Z5TPD8QKE26,Condition,male,35.0,Somewhat conservative,10,Cor11,1,satire,35 to 49
3182,ANVXAMUEBGV8N,Training Game,female,56.0,Somewhat liberal,9,Cor11,1,satire,50 and over
3183,A3TK9CLBA65ZZE,Condition,female,67.0,Somewhat conservative,9,Cor11,1,satire,50 and over
3184,A2EOOF9D135HQ1,Training Game,male,43.0,Very Conservative,9,Cor11,0,satire,35 to 49
3185,A38ZGWB47QTEY6,Training Video,female,69.0,Very liberal,5,Cor11,1,satire,50 and over
3186,A0623383IMO25HCSBET7,Training Video,male,44.0,Somewhat liberal,8,Cor11,1,satire,35 to 49
3187,A13XXMDHOULEZ7,Training Video,female,42.0,Somewhat liberal,2,Cor11,0,satire,35 to 49
3188,A2IU5TX5S0FA1C,Condition,female,66.0,Somewhat liberal,8,Cor11,1,satire,50 and over
3189,A2UF2FRGVW4T89,Training Game,male,46.0,Very liberal,10,Cor11,1,satire,35 to 49
3190,AW0K78T4I2T72,Training Game,female,72.0,Somewhat liberal,8,Cor11,0,satire,50 and over
3191,A27HVVLSZZ13XK,Training Video,male,48.0,Very liberal,9,Cor11,0,satire,35 to 49
3192,A2MQ6VUSKCQ9FH,Training Game,male,36.0,Very liberal,8,Cor11,1,satire,35 to 49
3193,APJJ1HHD2GGFS,Condition,female,37.0,Very liberal,9,Cor11,0,satire,35 to 49
3194,A3SKEW89V5S0DI,Training Video,male,48.0,Somewhat liberal,10,Cor11,1,satire,35 to 49
3195,A1CHC8M7CWC254,Condition,male,27.0,Somewhat liberal,7,Cor11,0,satire,25 to 34
3196,A27BUT19WQ6P1O,Training Video,male,34.0,Somewhat liberal,6,Cor11,1,satire,25 to 34
3197,A1MYBMOZH043LK,Condition,male,33.0,Middle of the road,8,Cor11,1,satire,25 to 34
3198,A1BAEFJ2OG7NJ0,Training Game,female,58.0,Very liberal,5,Cor11,0,satire,50 and over
3199,A175PJR0W3LO8I,Training Game,male,36.0,Somewhat liberal,7,Cor11,1,satire,35 to 49
3200,AKX5RHHO8BIUX,Training Video,male,58.0,Middle of the road,11,Cor11,1,satire,50 and over
3201,A2BW6WD7LZ9EGV,Training Video,male,29.0,Very liberal,11,Cor12,0,bias,25 to 34
3202,AXMPSUNKUBEIL,Condition,male,37.0,Somewhat liberal,11,Cor12,0,bias,35 to 49
3203,A2JP8W265WCC35,Training Video,female,49.0,Very liberal,13,Cor12,1,bias,35 to 49
3204,A207IHY6GERCFO,Condition,male,36.0,Very Conservative,6,Cor12,0,bias,35 to 49
3205,A1V2H0UF94ATWY,Condition,male,59.0,Somewhat liberal,12,Cor12,1,bias,50 and over
3206,A3RYI5HXC2MJLN,Condition,male,38.0,Somewhat liberal,9,Cor12,1,bias,35 to 49
3207,APGX2WZ59OWDN,Training Video,female,25.0,Very liberal,9,Cor12,0,bias,25 to 34
3208,A19CB2C4GY4C60,Condition,male,31.0,Somewhat conservative,10,Cor12,0,bias,25 to 34
3209,A36SM7QM8OK3H6,Condition,female,32.0,Very liberal,11,Cor12,0,bias,25 to 34
3210,A3U6IA3JUSFZ2M,Training Video,female,37.0,Very liberal,9,Cor12,1,bias,35 to 49
3211,A320QA9HJFUOZO,Training Game,male,32.0,Somewhat liberal,9,Cor12,0,bias,25 to 34
3212,ACDTQNYOT3GG8,Training Game,female,40.0,Very liberal,10,Cor12,0,bias,35 to 49
3213,A3N0QZ9ZKUCTCQ,Condition,male,30.0,Somewhat conservative,9,Cor12,0,bias,25 to 34
3214,A2NA2OJT15COZY,Training Video,male,36.0,Somewhat conservative,8,Cor12,0,bias,35 to 49
3215,A18G2CLYSTENK,Training Game,male,30.0,Somewhat liberal,4,Cor12,0,bias,25 to 34
3216,AA9V4NE8SOA4I,Condition,male,49.0,Somewhat liberal,8,Cor12,1,bias,35 to 49
3217,A2TBXASXZIRNNW,Training Video,male,31.0,Somewhat conservative,7,Cor12,1,bias,25 to 34
3218,A20NITCOBY4775,Training Video,female,61.0,Very liberal,11,Cor12,0,bias,50 and over
3219,ABMPX2Y2IRBMG,Training Game,male,34.0,Very liberal,13,Cor12,1,bias,25 to 34
3220,A5YVMQWA2IYPF,Condition,male,42.0,Somewhat liberal,4,Cor12,0,bias,35 to 49
3221,A1YSYI926BBOHW,Training Game,male,35.0,Very liberal,9,Cor12,0,bias,35 to 49
3222,A4SC8G0149GEG,Training Video,male,28.0,Somewhat liberal,14,Cor12,1,bias,25 to 34
3223,A149ROBL26JWPJ,Training Game,male,29.0,Somewhat conservative,8,Cor12,0,bias,25 to 34
3224,A3A8P4UR9A0DWQ,Training Video,female,43.0,Very Conservative,7,Cor12,1,bias,35 to 49
3225,AOAZMLP27GD81,Condition,male,39.0,Somewhat liberal,14,Cor12,1,bias,35 to 49
3226,A3RR85PK3AV9TU,Condition,male,32.0,Very liberal,12,Cor12,1,bias,25 to 34
3227,AEQ95NMC3VXQ5,Training Game,female,63.0,Very liberal,10,Cor12,0,bias,50 and over
3228,A1KET5Z038NMWD,Training Game,female,37.0,Middle of the road,8,Cor12,0,bias,35 to 49
3229,A3CQDCNYJAX2X3,Training Game,female,29.0,Very liberal,8,Cor12,0,bias,25 to 34
3230,A2PXJTMWGUE5DC,Condition,female,60.0,Somewhat conservative,10,Cor12,0,bias,50 and over
3231,A2SWQM5X54P1O5,Training Video,female,32.0,Middle of the road,12,Cor12,1,bias,25 to 34
3232,AYBYMDBEBK5Z,Condition,female,44.0,Somewhat liberal,8,Cor12,0,bias,35 to 49
3233,A1F1BIPJR11LSR,Training Game,Other / No Answer,33.0,Somewhat liberal,9,Cor12,0,bias,25 to 34
3234,A103XX92AATRSG,Training Video,female,29.0,Middle of the road,7,Cor12,0,bias,25 to 34
3235,A2I960JYUZ8KAV,Training Game,male,27.0,Very liberal,10,Cor12,1,bias,25 to 34
3236,A3I1W58P6SIV26,Training Video,male,33.0,Somewhat conservative,11,Cor12,1,bias,25 to 34
3237,AQORJW4W8U9YU,Training Game,male,32.0,Somewhat liberal,2,Cor12,0,bias,25 to 34
3238,A3RWDYQD1331VH,Training Game,female,34.0,Middle of the road,2,Cor12,0,bias,25 to 34
3239,A2RR3R75ECQSKE,Condition,Other / No Answer,,I prefer not to answer,3,Cor12,0,bias,
3240,A2QQY4S73JO639,Training Video,male,36.0,Somewhat liberal,5,Cor12,0,bias,35 to 49
3241,a1vl7507uonpx0,Training Game,male,41.0,Somewhat liberal,9,Cor12,1,bias,35 to 49
3242,A1T6RFUU0OTS0M,Training Game,female,26.0,Somewhat liberal,8,Cor12,1,bias,25 to 34
3243,A1GLF2427E02YG,Training Game,female,35.0,Very liberal,14,Cor12,0,bias,35 to 49
3244,A1DVKS3R9SLQ1H,Condition,male,28.0,Very Conservative,5,Cor12,1,bias,25 to 34
3245,A2AWBDW9V1E9KT,Training Video,male,37.0,Very liberal,13,Cor12,1,bias,35 to 49
3246,ACDX50KGPE97I,Training Video,male,30.0,Somewhat conservative,9,Cor12,0,bias,25 to 34
3247,AKZ8SFOAI4RZN,Training Video,male,31.0,Very liberal,12,Cor12,0,bias,25 to 34
3248,A2WGW5Y3ZFBDEC,Training Game,male,48.0,Very Conservative,11,Cor12,0,bias,35 to 49
3249,ARJ6SPCZJVARE,Training Video,male,28.0,Middle of the road,5,Cor12,0,bias,25 to 34
3250,A3SLY0SJLJZ0J1,Condition,male,25.0,Very liberal,7,Cor12,0,bias,25 to 34
3251,A3HW4QDJB63OQ2,Training Game,male,29.0,Somewhat conservative,6,Cor12,0,bias,25 to 34
3252,A3PRX6CU0P34NE,Condition,male,30.0,Very liberal,11,Cor12,1,bias,25 to 34
3253,A3IR7DFEKLLLO,Training Game,male,42.0,Somewhat conservative,14,Cor12,1,bias,35 to 49
3254,A2YE7NBCK14VAQ,Condition,male,39.0,Somewhat liberal,8,Cor12,0,bias,35 to 49
3255,AU2NVT51E749C,Training Game,male,41.0,Somewhat conservative,11,Cor12,0,bias,35 to 49
3256,A1LZWU72K42V92,Condition,male,50.0,Somewhat liberal,6,Cor12,0,bias,
3257,A2IUT0610X9CV0,Training Game,male,32.0,Very liberal,5,Cor12,0,bias,25 to 34
3258,A1AJG4BGSRPC93,Training Video,female,35.0,Very liberal,7,Cor12,1,bias,35 to 49
3259,AYDILOZLKOAS8,Training Game,male,34.0,Somewhat liberal,11,Cor12,1,bias,25 to 34
3260,A1M1TSMJB12177,Training Game,male,61.0,Very liberal,13,Cor12,1,bias,50 and over
3261,A171S8E9IFSHH2,Training Game,male,32.0,Middle of the road,9,Cor12,1,bias,25 to 34
3262,A130P4M9JPT4YA,Condition,male,49.0,Somewhat liberal,12,Cor12,0,bias,35 to 49
3263,A2S96ZZ70YFPSK,Training Video,female,45.0,Very liberal,7,Cor12,1,bias,35 to 49
3264,A3QZMGTVA4VO44,Training Game,male,36.0,Very Conservative,5,Cor12,1,bias,35 to 49
3265,A1IFIK8J49WBER,Training Video,female,57.0,Somewhat conservative,9,Cor12,1,bias,50 and over
3266,A175ZTL2OZO9YU,Training Video,female,48.0,Somewhat liberal,13,Cor12,0,bias,35 to 49
3267,A2SKH7WZUEDGGI,Condition,male,39.0,I prefer not to answer,3,Cor12,0,bias,35 to 49
3268,A22QD6M0A2C77C,Condition,male,46.0,Somewhat liberal,8,Cor12,0,bias,35 to 49
3269,A26GF078IX9A43,Training Game,female,40.0,Very liberal,9,Cor12,0,bias,35 to 49
3270,A39N0WW02VT0MB,Training Video,male,26.0,I do not have a political affiliatione,3,Cor12,1,bias,25 to 34
3271,A2XI3DX3IJ1TAV,Condition,female,38.0,Somewhat conservative,4,Cor12,0,bias,35 to 49
3272,A1945USNZHTROX,Training Game,male,39.0,Somewhat liberal,10,Cor12,0,bias,35 to 49
3273,A1JKSAQ8UNCE7B,Training Game,female,45.0,Somewhat conservative,9,Cor12,0,bias,35 to 49
3274,ANFWGSQ8BQRZ,Condition,male,44.0,Somewhat liberal,11,Cor12,0,bias,35 to 49
3275,A1PAY3X73PQ16S,Condition,female,51.0,Very liberal,6,Cor12,0,bias,50 and over
3276,A2MCG5W6LHSRG9,Training Video,male,34.0,Very liberal,8,Cor12,1,bias,25 to 34
3277,A3UV55HC87DO9C,Condition,male,28.0,Somewhat liberal,6,Cor12,0,bias,25 to 34
3278,A3OJCWC178255T,Training Video,female,31.0,Somewhat liberal,9,Cor12,0,bias,25 to 34
3279,A610SH5RY1NG1,Training Game,male,35.0,Very liberal,10,Cor12,0,bias,35 to 49
3280,A3HTLXAPOBCVVO,Training Video,female,49.0,Somewhat liberal,10,Cor12,0,bias,35 to 49
3281,A3BHRFFG75X3GO,Condition,male,37.0,Very liberal,13,Cor12,1,bias,35 to 49
3282,A314XJY8V1YL12,Training Video,female,47.0,Somewhat liberal,12,Cor12,0,bias,35 to 49
3283,A1B4KC5KP7FH1Z,Training Video,male,53.0,Somewhat liberal,9,Cor12,0,bias,50 and over
3284,A3NHMKVK98NY7I,Training Video,male,28.0,Middle of the road,6,Cor12,1,bias,25 to 34
3285,A9KSSJXDB6GPE,Training Video,male,5.0,Somewhat conservative,3,Cor12,0,bias, Under 18
3286,A2MKXI4KCRRI7Y,Condition,male,34.0,Very liberal,9,Cor12,0,bias,25 to 34
3287,A2R0YYUAWNT7UD,Condition,male,27.0,Somewhat conservative,9,Cor12,0,bias,25 to 34
3288,ALQPGVQZEZSUE,Training Video,male,41.0,Somewhat liberal,14,Cor12,0,bias,35 to 49
3289,A1PUHCEBSOWETV,Training Game,male,22.0,Very liberal,3,Cor12,1,bias,18 to 24
3290,A26TY8FHMJ183C,Training Video,male,30.0,Somewhat liberal,7,Cor12,0,bias,25 to 34
3291,AKSJ3C5O3V9RB,Training Game,female,24.0,Somewhat liberal,9,Cor12,0,bias,18 to 24
3292,A2U83S62P8SZ6T,Training Video,male,33.0,Very liberal,8,Cor12,1,bias,25 to 34
3293,A16HSMUJ7C7QA7,Training Game,female,65.0,Middle of the road,7,Cor12,0,bias,50 and over
3294,A21AVVEQUEX7DA,Condition,male,27.0,Somewhat conservative,6,Cor12,0,bias,25 to 34
3295,A20VJWCDIBKTZI,Training Video,male,38.0,Somewhat conservative,6,Cor12,1,bias,35 to 49
3296,A28A3HF3LSEIDT,Training Game,female,25.0,Somewhat conservative,3,Cor12,1,bias,25 to 34
3297,A2E6G3YGPG97B6,Training Video,female,30.0,Very liberal,5,Cor12,1,bias,25 to 34
3298,A2OAZPREKF6PQR,Condition,female,29.0,Very Conservative,3,Cor12,1,bias,25 to 34
3299,A17DF2ZUXF4F0Q,Condition,male,25.0,Somewhat conservative,5,Cor12,0,bias,25 to 34
3300,A24ZKEJTS1O4IW,Training Game,male,30.0,Somewhat conservative,8,Cor12,0,bias,25 to 34
3301,A2YO837C0O1E91,Condition,female,29.0,Very liberal,12,Cor12,1,bias,25 to 34
3302,A150GMV1YQWWB3,Condition,male,39.0,Very liberal,13,Cor12,0,bias,35 to 49
3303,A3GW3MPLVGG7PZ,Condition,female,34.0,Very liberal,10,Cor12,1,bias,25 to 34
3304,A1Z6F6EIUJFC6T,Training Video,male,29.0,Somewhat liberal,2,Cor12,0,bias,25 to 34
3305,A3QSJY1FFN0N6V,Training Video,female,36.0,Very liberal,8,Cor12,0,bias,35 to 49
3306,A19WXS1CLVLEEX,Training Game,male,65.0,Very liberal,11,Cor12,1,bias,50 and over
3307,A2R02DYCDLY75U,Training Game,female,40.0,Somewhat liberal,10,Cor12,0,bias,35 to 49
3308,A3FOKP72T5I4FR,Condition,female,41.0,Very liberal,4,Cor12,1,bias,35 to 49
3309,A8028AFBBS29G,Condition,female,64.0,Middle of the road,5,Cor12,0,bias,50 and over
3310,A1NMKXK04PZ6KK,Training Video,male,39.0,Middle of the road,3,Cor12,0,bias,35 to 49
3311,AIPHJXQEDNW9L,Condition,male,30.0,Middle of the road,14,Cor12,1,bias,25 to 34
3312,AP7BOM5KUH8KV,Condition,male,31.0,Very liberal,13,Cor12,0,bias,25 to 34
3313,A1OQIXAU1SEJ4P,Training Game,female,32.0,Very liberal,9,Cor12,1,bias,25 to 34
3314,A27SMEOPKV84VI,Training Video,female,37.0,Somewhat conservative,12,Cor12,1,bias,35 to 49
3315,AJWES6SFIP3AT,Training Game,male,36.0,Somewhat liberal,11,Cor12,1,bias,35 to 49
3316,A2HG1N3BVQO6I,Training Game,female,57.0,Somewhat conservative,8,Cor12,0,bias,50 and over
3317,A3VP27UUQ34OXK,Training Video,female,56.0,Somewhat liberal,4,Cor12,0,bias,50 and over
3318,A38DC3BG1ZCVZ2,Training Video,female,34.0,Middle of the road,7,Cor12,1,bias,25 to 34
3319,A1MTRZDRKNB9GV,Condition,female,57.0,Somewhat conservative,8,Cor12,0,bias,50 and over
3320,A1P6OXEJ86HQRM,Training Game,male,37.0,Very liberal,9,Cor12,0,bias,35 to 49
3321,A20PV3RB3I0W8S,Condition,male,29.0,Somewhat conservative,6,Cor12,0,bias,25 to 34
3322,A87D3K9YVKTQ7,Training Video,female,36.0,Somewhat liberal,3,Cor12,0,bias,35 to 49
3323,A272A0JGRTBFCR,Training Video,male,37.0,Somewhat conservative,5,Cor12,0,bias,35 to 49
3324,A2S75O867RJG0I,Training Video,male,24.0,Somewhat conservative,8,Cor12,1,bias,18 to 24
3325,AVPKE76DJLWK6,Training Video,male,37.0,Somewhat liberal,8,Cor12,0,bias,35 to 49
3326,A3GIIL73GE2CBQ,Training Game,male,33.0,Very liberal,14,Cor12,1,bias,25 to 34
3327,A1CFMY4CEYOM8Y,Condition,male,40.0,Very liberal,3,Cor12,0,bias,35 to 49
3328,A667L63P4M8NO,Training Game,female,37.0,Very liberal,8,Cor12,0,bias,35 to 49
3329,A1XO6ONCCTBMKW,Training Game,male,27.0,Somewhat conservative,1,Cor12,0,bias,25 to 34
3330,A2W3A42TRMJ861,Training Game,female,58.0,Somewhat liberal,13,Cor12,1,bias,50 and over
3331,A11S8IAAVDXCUS,Training Video,female,29.0,I do not have a political affiliatione,4,Cor12,0,bias,25 to 34
3332,AJNQ2PBD07FKE,Training Video,female,32.0,Middle of the road,7,Cor12,1,bias,25 to 34
3333,A3TUMZ954ORSUC,Training Video,female,30.0,Very liberal,0,Cor12,0,bias,25 to 34
3334,A30RAYNDOWQ61S,Condition,male,56.0,Somewhat conservative,11,Cor12,0,bias,50 and over
3335,ASB8T0H7L99RF,Condition,male,31.0,Middle of the road,9,Cor12,0,bias,25 to 34
3336,A3O7X46E3REM7I,Training Game,male,32.0,Somewhat liberal,10,Cor12,0,bias,25 to 34
3337,A3RQN5RZD1N2KP,Condition,female,46.0,Middle of the road,9,Cor12,1,bias,35 to 49
3338,AB66CTVQ90RCV,Training Video,female,29.0,Very liberal,8,Cor12,0,bias,25 to 34
3339,A299J4PKHAEU9H,Training Video,female,29.0,Very Conservative,4,Cor12,0,bias,25 to 34
3340,AL6TUFYAMT6U4,Training Game,male,26.0,Very Conservative,3,Cor12,0,bias,25 to 34
3341,AFU00NU09CFXE,Condition,female,45.0,Very liberal,4,Cor12,0,bias,35 to 49
3342,A1V1JNPU0KOA3X,Training Game,male,53.0,Somewhat liberal,11,Cor12,1,bias,50 and over
3343,A3HOBJ4PJUOCUN,Training Game,female,59.0,Middle of the road,7,Cor12,0,bias,50 and over
3344,A35D31QHYQUF9V,Condition,male,35.0,Middle of the road,10,Cor12,1,bias,35 to 49
3345,A3LA5P3N3KI8U7,Training Video,female,34.0,Very liberal,7,Cor12,1,bias,25 to 34
3346,A35T6IAX6MHNHC,Training Game,male,28.0,Somewhat conservative,5,Cor12,1,bias,25 to 34
3347,A4E1UYPDHE8D8,Training Video,male,39.0,Somewhat liberal,13,Cor12,0,bias,35 to 49
3348,A3G55RJTW3BSGM,Training Video,female,42.0,Somewhat conservative,9,Cor12,1,bias,35 to 49
3349,A1506T1PAYRT16,Condition,female,37.0,Very Conservative,8,Cor12,0,bias,35 to 49
3350,A353KETOEN0W8T,Training Video,male,37.0,I prefer not to answer,6,Cor12,1,bias,35 to 49
3351,A1YH2I4Y2SYAXJ,Training Game,female,56.0,Very liberal,10,Cor12,1,bias,50 and over
3352,A2SSYBUT9ZM0G9,Training Video,male,33.0,Somewhat conservative,2,Cor12,0,bias,25 to 34
3353,A38DXFI1TZA295,Training Game,male,55.0,Middle of the road,11,Cor12,0,bias,50 and over
3354,A2HWLIJP5OVFD5,Condition,female,32.0,Very Conservative,3,Cor12,1,bias,25 to 34
3355,AVOF14300525D,Condition,female,58.0,Somewhat conservative,6,Cor12,0,bias,50 and over
3356,A2O2Q0LVWOWJ1G,Training Video,female,45.0,Very liberal,7,Cor12,0,bias,35 to 49
3357,A2ZBDSR2LZNVAE,Training Game,male,48.0,Somewhat conservative,8,Cor12,1,bias,35 to 49
3358,AVXEDARJC5HLU,Condition,male,44.0,Very liberal,10,Cor12,0,bias,35 to 49
3359,A36ZKMRJCHF2HX,Training Game,female,33.0,Somewhat conservative,6,Cor12,0,bias,25 to 34
3360,A1KGCOR8OXYR72,Condition,male,33.0,Very liberal,10,Cor12,0,bias,25 to 34
3361,A1O0B8163G7W0N,Condition,male,33.0,Middle of the road,5,Cor12,0,bias,25 to 34
3362,A3RMV9ZGFJ0HHF,Training Video,female,37.0,Somewhat liberal,7,Cor12,0,bias,35 to 49
3363,AKVDY8OXNMQED,Training Game,male,67.0,Very Conservative,4,Cor12,0,bias,50 and over
3364,A3L3ZFL1NYFTCF,Training Game,female,33.0,I prefer not to answer,4,Cor12,1,bias,25 to 34
3365,A1UKZZL7ANOZRZ,Training Video,male,33.0,Somewhat conservative,9,Cor12,0,bias,25 to 34
3366,A3OLRWACCCCUTU,Condition,female,54.0,Somewhat liberal,13,Cor12,0,bias,50 and over
3367,A2TG7EEQ2XG2IK,Condition,female,47.0,Very liberal,7,Cor12,0,bias,35 to 49
3368,A2HOUSKURBF8UA,Condition,male,45.0,Somewhat conservative,13,Cor12,1,bias,35 to 49
3369,A35RZ2HKE9VWJ5,Training Game,male,35.0,Somewhat conservative,13,Cor12,1,bias,35 to 49
3370,A2J6MMNWUJQUXS,Training Game,female,46.0,Very liberal,5,Cor12,0,bias,35 to 49
3371,A2APPZDU0VS9LN,Training Game,female,39.0,Very liberal,7,Cor12,1,bias,35 to 49
3372,A2CK0OXMPOR9LE,Condition,male,28.0,Somewhat liberal,8,Cor12,0,bias,25 to 34
3373,A13FT8BNX9UUP8,Condition,female,30.0,Very Conservative,8,Cor12,0,bias,25 to 34
3374,A3DS5B06ZCD3E3,Training Video,male,43.0,Middle of the road,10,Cor12,0,bias,35 to 49
3375,AHEJHFN0VV6E3,Condition,female,44.0,Middle of the road,3,Cor12,0,bias,35 to 49
3376,AQD91RFHV1WNE,Condition,male,28.0,Somewhat liberal,4,Cor12,0,bias,25 to 34
3377,A16FY9L7QTDNRW,Training Video,male,54.0,Somewhat liberal,7,Cor12,0,bias,50 and over
3378,A1AEKMIKKEBZLZ,Condition,male,28.0,Somewhat liberal,14,Cor12,1,bias,25 to 34
3379,A26UIS59SY4NM6,Training Game,male,48.0,Very liberal,11,Cor12,1,bias,35 to 49
3380,A2CQP9DZSDUC5V,Training Video,female,37.0,Very liberal,10,Cor12,1,bias,35 to 49
3381,AW0MG225VXWCN,Condition,male,32.0,Very liberal,9,Cor12,0,bias,25 to 34
3382,A1G10UPKNT2YEX,Training Game,male,30.0,Somewhat liberal,3,Cor12,1,bias,25 to 34
3383,A11GWWAXRJQ6Y2,Condition,male,25.0,Somewhat liberal,5,Cor12,0,bias,25 to 34
3384,A19ED8FYO6CA36,Training Game,male,41.0,Somewhat liberal,11,Cor12,1,bias,35 to 49
3385,A1S88VQY8G8CNC,Condition,male,63.0,Middle of the road,9,Cor12,1,bias,50 and over
3386,A18LFH7XW61JO9,Training Video,male,30.0,Middle of the road,4,Cor12,0,bias,25 to 34
3387,A250V0QRCNR17F,Training Video,female,29.0,Very Conservative,5,Cor12,0,bias,25 to 34
3388,A37JENVKZQ56U6,Training Game,male,34.0,Very liberal,10,Cor12,1,bias,25 to 34
3389,A1DX8T0U3UTD0R,Training Game,male,38.0,Very Conservative,6,Cor12,0,bias,35 to 49
3390,A70L26UXLTGLC,Training Game,male,43.0,Very Conservative,7,Cor12,0,bias,35 to 49
3391,A3OOGICWSLXYB0,Condition,female,25.0,Somewhat liberal,5,Cor12,0,bias,25 to 34
3392,A1RWNYJA5X25YH,Condition,female,69.0,Somewhat conservative,11,Cor12,0,bias,50 and over
3393,A3MS21UJPMHLK0,Training Game,female,36.0,Very liberal,6,Cor12,1,bias,35 to 49
3394,A26L91YL0GDGD8,Training Video,female,53.0,Somewhat liberal,6,Cor12,1,bias,50 and over
3395,A1ELYVM5GQIBM0,Training Game,male,40.0,Very liberal,7,Cor12,0,bias,35 to 49
3396,AOUMYCLO4I993,Training Video,male,35.0,I do not have a political affiliatione,9,Cor12,1,bias,35 to 49
3397,A18JA2145UWXG,Condition,male,32.0,Somewhat conservative,8,Cor12,0,bias,25 to 34
3398,A144OK7GGOQZKS,Training Game,female,30.0,I do not have a political affiliatione,10,Cor12,0,bias,25 to 34
3399,A1FVXS8IM5QYO8,Condition,female,53.0,Very liberal,10,Cor12,0,bias,50 and over
3400,A28L1K6D8QUCML,Training Video,female,43.0,Somewhat conservative,9,Cor12,1,bias,35 to 49
3401,A2YYQJ3JWA2KGD,Training Game,female,36.0,Very liberal,6,Cor12,0,bias,35 to 49
3402,A2ZJS73XSSMRTD,Condition,male,30.0,Somewhat liberal,4,Cor12,0,bias,25 to 34
3403,A33VGSEJ44ORMF,Training Game,female,54.0,Middle of the road,10,Cor12,1,bias,50 and over
3404,AV5DCU1VH5S34,Condition,female,47.0,Middle of the road,6,Cor12,1,bias,35 to 49
3405,A18MC27WTCEBA2,Training Game,male,31.0,Middle of the road,6,Cor12,0,bias,25 to 34
3406,AV3GP5YAMSMSL,Training Game,male,29.0,Very liberal,9,Cor12,1,bias,25 to 34
3407,A34DWBBWZRLO1X,Training Video,female,58.0,Very liberal,10,Cor12,0,bias,50 and over
3408,A1MJHGH55K3O0,Training Game,female,30.0,Very liberal,6,Cor12,1,bias,25 to 34
3409,A3U21PUMQ6NGT2,Training Game,female,37.0,Very liberal,12,Cor12,1,bias,35 to 49
3410,A3I9XLIHPPWPN1,Training Game,female,55.0,Somewhat liberal,8,Cor12,0,bias,50 and over
3411,A1R0689JPSQ3OF,Training Video,male,46.0,Middle of the road,10,Cor12,0,bias,35 to 49
3412,A10BH9PYCYUKDJ,Training Video,female,39.0,Very liberal,9,Cor12,1,bias,35 to 49
3413,A2LV5432PV1S39,Training Game,male,32.0,Somewhat conservative,8,Cor12,1,bias,25 to 34
3414,A2DQPRIY1W73NY,Training Video,male,39.0,Very Conservative,3,Cor12,0,bias,35 to 49
3415,AZACNY1H74YWS,Training Video,female,66.0,Somewhat liberal,9,Cor12,0,bias,50 and over
3416,A2WNW8A4MOR7T7,Condition,male,54.0,Middle of the road,13,Cor12,1,bias,50 and over
3417,A18WKVB9OP0FAR,Training Game,female,48.0,Somewhat liberal,9,Cor12,0,bias,35 to 49
3418,A1EI4NMV2EHSIY,Condition,female,49.0,Middle of the road,10,Cor12,0,bias,35 to 49
3419,A3QC57KUVJP5EW,Training Game,male,28.0,Somewhat conservative,11,Cor12,0,bias,25 to 34
3420,A9U083CH5ATKH,Condition,female,40.0,Middle of the road,10,Cor12,1,bias,35 to 49
3421,A2L366NNL1YG5W,Training Video,female,37.0,Somewhat liberal,4,Cor12,1,bias,35 to 49
3422,A2JZQHB8N6LS7T,Condition,female,28.0,Very liberal,7,Cor12,0,bias,25 to 34
3423,A1V2M2C00I5SWW,Condition,male,41.0,Somewhat liberal,9,Cor12,0,bias,35 to 49
3424,A3Q8KB8HOOIUL7,Training Video,female,53.0,Very Conservative,7,Cor12,0,bias,50 and over
3425,A2H8GNSEVUJXYL,Condition,male,59.0,Somewhat conservative,11,Cor12,0,bias,50 and over
3426,A309BLCQJHQULO,Condition,female,55.0,Very liberal,11,Cor12,1,bias,50 and over
3427,A2I71A09DUDQR9,Training Video,female,35.0,Somewhat liberal,11,Cor12,0,bias,35 to 49
3428,A2HM35CWB7IIFM,Training Game,female,55.0,Very liberal,5,Cor12,0,bias,50 and over
3429,A3CYV47MM7OA6M,Training Game,female,44.0,Very liberal,8,Cor12,0,bias,35 to 49
3430,A3O81LHBBI8NPK,Training Video,female,35.0,Middle of the road,8,Cor12,1,bias,35 to 49
3431,A37WDOIQH6JM6V,Training Video,female,49.0,Somewhat conservative,10,Cor12,0,bias,35 to 49
3432,A1NZFJHVJ9CNTO,Training Game,male,29.0,Very liberal,9,Cor12,0,bias,25 to 34
3433,ALML8V38FDV0,Condition,female,54.0,Very liberal,3,Cor12,0,bias,50 and over
3434,A2JLNI234KEKKE,Training Video,female,32.0,Somewhat liberal,10,Cor12,1,bias,25 to 34
3435,A27PVIL93ZMY46,Condition,female,39.0,Somewhat liberal,10,Cor12,0,bias,35 to 49
3436,A3862RIFFUV141,Training Game,male,48.0,Very liberal,8,Cor12,1,bias,35 to 49
3437,A14A8J5H98KLO6,Training Game,male,46.0,Middle of the road,9,Cor12,0,bias,35 to 49
3438,A1NF6PELRKACS9,Training Video,male,54.0,Middle of the road,8,Cor12,1,bias,50 and over
3439,ABQ65VUI4C9RK,Condition,male,45.0,Middle of the road,6,Cor12,0,bias,35 to 49
